"id";"name";"d1";"d2";"d3";"d4";"d5"
2994;"OsirisTherapeutics(osir)";"248.40";"-232.00";"169.60";"-163.70";"-65.80"
2995;"RyersonHoldingCorp.(ryi)";"1,740.00";"1,060.00";"30.00";"190.00";"80.00"
2996;"CRAInternational,Inc.(crai)";"680.00";"485.70";"-224.60";"320.40";"388.30"
2997;"EagleBulkShipping,Inc.(egle)";"345.08";"5.27";"-1,658.44";"-1,025.53";"-588.85"
2998;"SorrentoTherapeutics,Inc.(srne)";"-7,480.90";"-3,354.80";"4,812.80";"145.30";"-1,473.90"
2999;"GAINCapitalHoldings,Inc.(gcap)";"1,230.00";"-295.60";"1,571.90";"-375.50";"-185.20"
3000;"TileShopHoldings,Inc.(tts)";"255.30";"495.80";"401.10";"-735.10";"243.80"
3001;"DailyJournalCorp.(djco)";"-97.20";"-23.20";"1,473.90";"-107.50";"-135.10"
3002;"HennessyCapitalAcquisitionCorp.III(hcac)";"-59.70";"-183.70";"44.40";"66.50";"-32.30"
3003;"EvolutionPetroleumCorp.(epm)";"453.28";"306.84";"987.68";"214.05";"150.08"
3004;"ReadingInternational,Inc.(rdi)";"510.10";"306.90";"745.70";"145.80";"1,905.20"
3005;"Daktronics,Inc.(dakt)";"457.40";"-381.00";"-618.90";"713.20";"842.90"
3006;"PreformedLineProductsCo.(plpc)";"673.50";"552.80";"70.20";"627.80";"415.60"
3007;"FidusInvestmentCorp.(fdus)";"764.40";"1,502.50";"1,240.70";"1,205.50";"995.70"
3008;"UtahMedicalProducts,Inc.(utmd)";"676.20";"430.80";"409.20";"-252.20";"362.20"
3009;"CoviaHoldingsCorp.(cvia)";"1,716.80";"2,875.60";"2,005.30";"3,491.90";"1,052.30"
3010;"LatticeSemiconductorCorp.(lscc)";"697.40";"-2,022.30";"-595.20";"-721.30";"-4,305.20"
3011;"RadNet,Inc.(rdnt)";"646.70";"-545.40";"-654.00";"384.90";"562.30"
3012;"TrustCoBankCorp.NY(trst)";"1,519.90";"1,540.50";"1,480.80";"736.20";"1,259.60"
3013;"NexPointResidentialTrust,Inc.(nxrt)";"-166.10";"1,006.40";"-433.00";"5,391.40";"740.60"
3014;"UnivestCorp.ofPennsylvania(uvsp)";"1,496.40";"432.40";"1,275.30";"1,018.50";"1,110.00"
3015;"SunCokeEnergy,Inc.(sxc)";"1,710.00";"1,140.00";"1,300.00";"1.74";"1,880.00"
3016;"OritaniFinancialCorp.(orit)";"1,350.30";"1,342.50";"397.00";"1,199.60";"289.10"
3017;"HomeStreet,Inc.(hmst)";"1,183.50";"709.90";"586.60";"3,491.50";"1,383.90"
3018;"DicernaPharmaceuticals,Inc.(drna)";"-3,564.40";"-1,557.90";"-1,558.90";"-1,503.30";"-1,522.50"
3019;"MacroGenics,Inc.(mgnx)";"-4,324.40";"-4,953.60";"1.06";"-4,704.30";"-4,065.40"
3020;"TriStateCapitalHoldings,Inc.(tsc)";"1,431.10";"1,459.20";"1,040.10";"1,204.30";"1,003.20"
3021;"CSWIndustrials,Inc.(cswi)";"1,400.70";"1,060.90";"263.50";"730.20";"851.40"
3022;"H&EEquipmentServices,Inc.(hees)";"2,131.40";"2,077.10";"947.80";"8,592.80";"846.20"
3023;"SchnitzerSteelIndustries,Inc.(schn)";"5,992.80";"3,850.40";"4,175.50";"1,925.60";"1,884.90"
3024;"FederalAgriculturalMortgageCorp.(agm)";"2,634.00";"2,252.40";"1,671.00";"1,848.70";"1,748.80"
3025;"UNITILCorp.(utl)";"280.00";"360.00";"1,560.00";"1,120.00";"230.00"
3026;"DHTHoldings,Inc.(dht)";"-2,822.20";"-921.30";"-751.40";"-506.70";"483.60"
3027;"DeanFoodsCo.(df)";"-4,201.60";"-26.50";"4,950.70";"-997.30";"1,764.70"
3028;"Stoneridge,Inc.(sri)";"1,329.20";"1,512.00";"1,338.00";"1,890.80";"804.90"
3029;"FiestaRestaurantGroup,Inc.(frgi)";"938.00";"414.40";"-1,075.50";"-825.70";"-216.00"
3030;"VirtusInvestmentPartners,Inc.(vrts)";"2,491.30";"2,098.60";"2,121.60";"341.40";"1,670.80"
3031;"McEwenMining,Inc.(mux)";"-538.00";"-521.10";"216.60";"-807.20";"-171.20"
3032;"TalosPetroleumLLC(sgy)";"1,825.10";"129.30";"-646.10";"3.66";"-8,963.50"
3033;"StudentTransportation,Inc.(stb)";"2,272.80";"-798.90";"786.50";"604.80";"-1,171.60"
3034;"SPPlusCorp.(sp)";"1,620.00";"1,590.00";"850.00";"1,200.00";"1,730.00"
3035;"EchoGlobalLogistics,Inc.(echo)";"938.30";"767.80";"472.70";"1,334.90";"239.17"
3036;"iStar,Inc.(star)";"-1,402.20";"976.10";"-6,869.20";"-5,384.30";"5,320.50"
3037;"ColumbusMcKinnonCorp.(cmco)";"770.60";"846.60";"-1,056.50";"1,250.80";"1,165.60"
3038;"IturanLocation&ControlLtd.(itrn)";"1,276.60";"1,184.70";"1,030.90";"1,119.70";"1,114.50"
3039;"MarineProductsCorp.(mpx)";"716.10";"874.40";"739.70";"325.90";"442.80"
3040;"GTYTechnologyHoldings,Inc.(gtyh)";"221.61";"151.43";"129.04";"128.27";"91.77"
3041;"CenturyAluminumCo.(cenx)";"-2,030.00";"1,790.00";"-30.00";"3,296.30";"1,913.20"
3042;"Hi-CrushPartnersLP(hclp)";"6,800.80";"5,394.90";"4,317.80";"2,980.70";"1,638.00"
3043;"GlobalBrass&CopperHoldings,Inc.(brss)";"2,110.00";"1,590.00";"560.00";"1,250.00";"1,620.00"
3044;"MesaLaboratories,Inc.(mlab)";"423.00";"425.40";"-1,108.60";"235.30";"151.70"
3045;"FutureFuelCorp.(ff)";"604.80";"4,033.10";"1,593.50";"333.10";"83.30"
3046;"QAD,Inc.(qadb)";"111.30";"139.70";"-517.20";"-16.10";"-116.10"
3047;"ConvergeOneHoldings,Inc.(cvon)";"-602.50";"-1.17";"-34.09";"-4.17";"9.71"
3048;"ForresterResearch,Inc.(forr)";"395.00";"778.80";"-173.30";"209.30";"395.30"
3049;"SandstormGoldLtd.(sand)";"65.80";"37.20";"70.90";"477.30";"-190.90"
3050;"PrecisionDrillingCorp.(pds)";"-2,344.87";"-3,656.94";"-1,429.23";"-3,697.44";"-2,097.29"
3051;"StockYardsBancorp,Inc.(sybt)";"1,387.60";"1,357.90";"1,340.40";"494.60";"1,170.40"
3052;"GreenPlains,Inc.(gpre)";"375.10";"-1,945.50";"5,234.70";"3,942.90";"-1,179.60"
3053;"DynavaxTechnologiesCorp.(dvax)";"-3,944.40";"-3,895.80";"-2,742.10";"-2,212.80";"-2,031.80"
3054;"MetaFinancialGroup,Inc.(cash)";"679.20";"3,143.60";"467.00";"174.40";"978.70"
3055;"CellcomIsraelLtd.(cel)";"-1,033.95";"202.23";"284.89";"898.39";"1,254.04"
3056;"MonarchCasino&Resort,Inc.(mcri)";"1,085.90";"923.90";"674.10";"439.70";"903.00"
3057;"VistaOutdoor,Inc.(vsto)";"-5,234.80";"-1,592.20";"5,374.30";"-1.15";"1,665.20"
3058;"CambiumLearningGroup,Inc.(abcd)";"443.50";"260.70";"3,025.60";"647.70";"579.20"
3059;"TortoiseMLPFund,Inc.(ntg)";"4,472.93";"4,086.45";"-4,984.08";"-4,465.06";"-7,572.05"
3060;"HershaHospitalityTrust(ht)";"-343.10";"630.50";"-1,429.00";"-1,439.00";"-277.70"
3061;"EncoreCapitalGroup,Inc.(ecpg)";"2,629.80";"2,182.70";"1,268.10";"2,819.40";"2,025.50"
3062;"ReadingInternational,Inc.(rdib)";"510.10";"306.90";"745.70";"145.80";"1,905.20"
3063;"CustomersBancorp,Inc.(cubi)";"602.90";"2,366.30";"2,414.20";"2,161.50";"775.40"
3064;"BioCrystPharmaceuticals,Inc.(bcrx)";"-1,844.60";"-2,577.70";"-1,954.30";"-1,513.40";"-1,688.60"
3065;"Control4Corp.(ctrl)";"664.00";"96.60";"605.80";"518.50";"389.30"
3066;"OneSpan,Inc.(ospn)";"-100.20";"179.20";"-2,583.70";"275.50";"11.00"
3067;"MeridianBioscience,Inc.(vivo)";"682.50";"528.80";"630.20";"572.60";"24.00"
3068;"Changyou.comLtd.(cyou)";"3,170.28";"-1,355.45";"3,426.23";"-3,388.03";"5,179.61"
3069;"FederalAgriculturalMortgageCorp.(agm.a)";"2,634.00";"2,252.40";"1,671.00";"1,848.70";"1,748.80"
3070;"1-800-FLOWERS.COM,Inc.(flws)";"-822.30";"-846.30";"7,069.90";"-1,322.20";"801.30"
3071;"PeoplesBancorp,Inc.(Ohio)(pebo)";"1,272.50";"783.40";"1,167.80";"895.60";"1,083.70"
3072;"Tidewater,Inc.(tdw)";"-1,118.20";"-3,902.90";"-2,319.90";"-11.38";"-5.24"
3073;"RE/MAXHoldings,Inc.(rmax)";"764.80";"498.30";"-346.10";"383.50";"752.90"
3074;"ORBCOMM,Inc.(orbc)";"-710.20";"-1,006.30";"-748.50";"-3,966.30";"-1,074.60"
3075;"KNOTOffshorePartnersLP(knop)";"2,168.10";"3,072.40";"1,864.00";"2,107.90";"1,691.50"
3076;"NewparkResources,Inc.(nr)";"364.40";"1,084.60";"722.20";"791.70";"265.30"
3077;"CommerceHub,Inc.(chubk)";"18.90";"198.80";"224.50";"245.90";"71.00"
3078;"CalAmpCorp.(camp)";"-85.40";"851.10";"-476.70";"1,180.60";"1,223.20"
3079;"FateTherapeutics,Inc.(fate)";"-1,965.40";"-1,413.50";"-1,249.70";"-1,068.40";"-964.50"
3080;"PennsylvaniaRealEstateInvestmentTrust(pei)";"-3,590.30";"-1,030.00";"55.50";"338.30";"-5,476.30"
3081;"BPPrudhoeBayRoyaltyTrust(bpt)";"2,728.20";"2,632.50";"1,442.50";"1,782.50";"2,350.40"
3082;"BootBarnHoldings,Inc.(boot)";"453.40";"676.10";"685.50";"2,014.90";"109.80"
3083;"NorthfieldBancorp,Inc.(NewJersey)(nfbk)";"907.60";"1,061.20";"1,044.50";"-171.60";"812.60"
3084;"SpartanNashCo.(sptn)";"1,742.40";"1,218.90";"3,409.70";"-1.21";"2,070.30"
3085;"GlobalPartnersLP(glp)";"602.20";"5,867.50";"1,816.10";"1,446.00";"199.10"
3086;"REVGroup,Inc.(revg)";"1,830.00";"744.10";"942.10";"2,266.90";"1,519.10"
3087;"HorizonBancorp(Indiana)(hbnc)";"1,411.50";"1,280.40";"765.00";"817.10";"907.20"
3088;"SunCokeEnergyPartnersLP(sxcp)";"1,570.00";"1,940.00";"1,270.00";"1.03";"2,330.00"
3089;"ComtechTelecommunicationsCorp.(cmtl)";"745.80";"821.00";"1,576.10";"-166.00";"731.40"
3090;"SunOpta,Inc.(stkl)";"-312.60";"-446.20";"-1.17";"-588.30";"-10.20"
3091;"OpusBank(opb)";"941.20";"1,499.50";"1,252.50";"78.40";"2,015.10"
3092;"eHealth,Inc.(ehth)";"--";"--";"--";"--";"--"
3093;"NexGenEnergyLtd.(nxe)";"-1,890.52";"2,374.03";"-2,532.87";"-163.65";"232.57"
3094;"Photronics,Inc.(plab)";"1,979.70";"1,518.90";"948.10";"1,049.60";"479.90"
3095;"PreferredApartmentCommunities,Inc.(apts)";"-2,606.80";"-563.60";"-2,224.26";"-1,638.36";"-1,203.35"
3096;"UrstadtBiddleProperties,Inc.(ubp)";"557.90";"959.80";"492.10";"32.40";"606.10"
3097;"ConnectOneBancorp,Inc.(cnob)";"1,990.20";"1,749.00";"423.90";"1,054.50";"1,303.50"
3098;"SenseonicsHoldings,Inc.(sens)";"-3,249.60";"-2,227.30";"-1,627.50";"-1,737.90";"-1,237.40"
3099;"Sohu.comLtd.(sohu)";"-1,499.52";"-8,795.04";"-2.71";"-1.02";"-4,805.20"
3100;"HanmiFinancialCorp.(hafc)";"1,608.10";"1,545.20";"1,476.60";"1,143.10";"1,483.00"
3101;"M/IHomes,Inc.(mho)";"2,928.20";"2,791.10";"1,806.30";"1,588.20";"2,232.70"
3102;"InvestorsRealEstateTrust(iret)";"64.10";"-2,250.40";"-1,706.50";"-222.90";"-1,355.00"
3103;"RocketPharmaceuticals,Inc.(rckt)";"-1,576.70";"-1,534.30";"-487.00";"-739.50";"-656.20"
3104;"Novavax,Inc.(nvax)";"-4,449.20";"-4,635.20";"-5,084.30";"-4,460.70";"-4,446.50"
3105;"NationalCineMedia,Inc.(ncmi)";"1,700.00";"-350.00";"2,340.00";"3,190.00";"1,090.00"
3106;"BancoLatinoamericanodeComercioExteriorSA(blx)";"-4,071.90";"1,662.60";"1,449.80";"2,059.90";"2,046.10"
3107;"TeekayCorp.(tk)";"-3,964.70";"-998.00";"1,776.10";"-3.83";"-1.25"
3108;"QuinStreet,Inc.(qnst)";"542.10";"711.70";"194.70";"144.50";"-136.80"
3109;"GMS,Inc.(gms)";"865.00";"991.90";"1,968.60";"1,802.30";"1,534.30"
3110;"HeritageCommerceCorp.(htbk)";"1,237.50";"91.50";"880.90";"138.30";"858.30"
3111;"CamdenNationalCorp.(Maine)(cac)";"1,218.70";"1,278.00";"-315.70";"1,129.30";"1,019.10"
3112;"ShoeCarnival,Inc.(scvl)";"1,173.10";"1,289.00";"-381.30";"1,053.50";"383.60"
3113;"OaktreeSpecialtyLendingCorp.(ocsl)";"2,425.20";"1,962.00";"-3,044.10";"-1.25";"-605.70"
3114;"FidelitySouthernCorp.(lion)";"1,274.20";"939.00";"1,176.70";"1,244.30";"793.40"
3115;"GeneralAmericanInvestorsCo.,Inc.(gam)";"7,701.29";"2,578.78";"-760.31";"3,020.78";"4,616.55"
3116;"ADTRAN,Inc.(adtn)";"758.90";"-767.00";"-1,081.40";"-1,111.70";"1,589.80"
3117;"BallardPowerSystems,Inc.(bldp)";"-432.30";"-550.00";"-288.60";"-102.70";"-120.10"
3118;"KaryopharmTherapeutics,Inc.(kpti)";"-3,365.50";"-3,845.90";"-3,904.00";"-3,064.00";"-2,938.70"
3119;"SpeedwayMotorsports,Inc.(trk)";"3,188.30";"-271.40";"1.14";"921.10";"2,730.60"
3120;"InternationalSeaways,Inc.(insw)";"-1,879.60";"-2,931.60";"-9,072.00";"-2,181.60";"-1,161.90"
3121;"Express,Inc.(expr)";"223.40";"51.70";"2,942.90";"627.00";"-1,180.20"
3122;"TransMontaignePartnersLP(tlp)";"570.20";"857.90";"674.30";"785.30";"1,160.50"
3123;"SierraWireless,Inc.(swir)";"-1,138.40";"-836.30";"-353.00";"122.70";"664.90"
3124;"ErosInternationalPlc(eros)";"-949.00";"-1,696.00";"320.10";"221.60";"179.80"
3125;"ResoluteEnergyCorp.(ren)";"-373.20";"-1,285.70";"-133.20";"-1,460.20";"1,322.80"
3126;"PrimoWaterCorp.(prmw)";"45.10";"121.00";"303.10";"494.70";"-247.50"
3127;"CenturyCommunities,Inc.(ccs)";"3,319.00";"1,997.00";"1,710.00";"941.80";"1,473.00"
3128;"CIRCORInternational,Inc.(cir)";"590.20";"-1,744.10";"-557.00";"361.70";"897.00"
3129;"MidlandStatesBancorp,Inc.(msbi)";"849.70";"1,270.60";"177.50";"197.40";"201.70"
3130;"InglesMarkets,Inc.(imkta)";"2,448.37";"929.48";"4,514.67";"1,937.15";"1,152.67"
3131;"FlushingFinancialCorp.(ffic)";"1,733.30";"1,392.30";"1,141.20";"595.70";"1,017.90"
3132;"AmericanRenalAssociatesHoldings,Inc.(ara)";"139.30";"1,429.50";"2,104.70";"2,667.70";"1,386.40"
3133;"HealthInsuranceInnovations,Inc.(hiiq)";"--";"--";"--";"--";"--"
3134;"NavigatorHoldingsLtd.(nvgs)";"-315.90";"69.60";"141.10";"-109.30";"225.40"
3135;"NIIHoldings,Inc.(nihd)";"-9,617.90";"-4,319.90";"-7,710.00";"-9,442.80";"-8,746.70"
3136;"CUROGroupHoldingsCorp.(curo)";"-4,702.20";"1,597.50";"2,329.20";"641.00";"976.20"
3137;"CBL&AssociatesProperties,Inc.(cbl)";"-3,876.70";"-1,469.10";"1,835.30";"-364.10";"-4,936.00"
3138;"MAGSilverCorp.(mag)";"-275.30";"18.30";"-407.70";"-78.60";"-132.20"
3139;"BlueHillsBancorp,Inc.(bhbk)";"578.90";"645.70";"658.30";"129.30";"384.10"
3140;"CapsteadMortgageCorp.(cmo)";"383.80";"811.80";"1,454.60";"1,771.10";"1,199.80"
3141;"TredegarCorp.(tg)";"1,472.20";"1,816.40";"-1,792.90";"827.40";"4,420.40"
3142;"XperiCorp.(xper)";"-2,825.60";"-3,301.70";"564.40";"-1,211.60";"-3,905.70"
3143;"TextainerGroupHoldingsLtd.(tgh)";"1,870.50";"2,022.90";"1,833.60";"1,997.30";"-949.20"
3144;"CARATherapeutics,Inc.(cara)";"-1,719.40";"-1,676.70";"-1,417.70";"-1,244.40";"-930.00"
3145;"RayonierAdvancedMaterials,Inc.(ryam)";"5,338.90";"2,445.50";"2.95";"1,567.20";"457.30"
3146;"TheManitowocCo.,Inc.(mtw)";"990.00";"-1,000.00";"3,560.00";"970.00";"70.00"
3147;"CarriageServices,Inc.(csv)";"273.30";"929.60";"2,257.80";"302.80";"439.50"
3148;"DimeCommunityBancshares,Inc.(dcom)";"1,178.20";"1,227.80";"1,471.60";"1,519.50";"1,327.90"
3149;"Zumiez,Inc.(zumz)";"437.70";"-260.70";"1,993.60";"1,192.20";"-60.80"
3150;"LindbladExpeditionsHoldings,Inc.(lind)";"-15.90";"1,091.70";"-1,501.90";"944.30";"-257.80"
3151;"WinmarkCorp.(wina)";"836.43";"714.30";"696.04";"765.65";"571.90"
3152;"DiamondHillInvestmentGroup,Inc.(dhil)";"1,437.04";"1,298.95";"1,189.48";"1,269.88";"1,263.84"
3153;"FortunaSilverMines,Inc.(fsm)";"1,115.10";"1,375.40";"3,414.00";"1,026.80";"889.80"
3154;"QiwiPlc(qiwi)";"1,514.19";"1,648.81";"783.06";"1,353.65";"1,404.51"
3155;"BridgeBancorp,Inc.(bdge)";"654.70";"659.50";"1,182.00";"-677.40";"924.60"
3156;"ChinaYuchaiInternationalLtd.(cyd)";"3,084.24";"5,161.53";"1.01";"3,364.28";"2,647.71"
3157;"OmegaFlex,Inc.(oflx)";"517.60";"481.20";"420.30";"453.30";"404.60"
3158;"GriffonCorp.(gff)";"744.20";"195.10";"2,283.10";"433.70";"955.30"
3159;"BostonOmahaCorp.(bomn)";"-160.27";"-210.95";"-248.95";"-151.20";"-136.78"
3160;"ANIPharmaceuticals,Inc.(anip)";"274.90";"223.70";"-956.50";"468.50";"266.10"
3161;"PetMedExpress,Inc.(pets)";"1,075.20";"1,258.20";"1,018.30";"906.40";"876.00"
3162;"ModineManufacturingCo.(mod)";"2,240.00";"1,780.00";"-2,790.00";"1,620.00";"1,720.00"
3163;"HarborOneBancorp,Inc.(hone)";"592.80";"310.30";"225.20";"159.30";"283.80"
3164;"nLIGHT,Inc.(lasr)";"315.40";"291.60";"109.30";"224.40";"-28.70"
3165;"KimballInternational,Inc.(kbal)";"1,025.40";"585.00";"737.80";"1,095.70";"1,056.00"
3166;"TheHackettGroup,Inc.(hckt)";"1,152.10";"736.70";"944.10";"528.90";"475.00"
3167;"NuStarGPHoldingsLLC(nsh)";"1,193.90";"744.20";"1,103.00";"5,131.10";"1,699.20"
3168;"Team,Inc.(tisi)";"-3,247.00";"-1,784.50";"-3.90";"-8,352.80";"-1,108.60"
3169;"ControladoraVuelaCompa�0�9íadeAviaciónSABdeCV(vlrs)";"-627.76";"195.65";"-5,968.79";"2,907.09";"4,073.86"
3170;"MiMedxGroup,Inc.(mdxg)";"1,745.70";"806.90";"432.70";"548.10";"332.10"
3171;"Epizyme,Inc.(epzm)";"-2,912.80";"-3,406.50";"-3,616.60";"-3,759.70";"-2,802.40"
3172;"Ameresco,Inc.(amrc)";"870.20";"750.40";"2,050.10";"879.10";"596.00"
3173;"OasisMidstreamPartnersLP(omp)";"3,748.50";"3,152.90";"3,336.50";"1,450.90";"--"
3174;"H�0�2eghLNGPartnersLP(hmlp)";"1,994.40";"2,168.60";"2,538.10";"540.70";"1,221.20"
3175;"InnophosHoldings,Inc.(iphs)";"621.30";"1,089.30";"-1,117.10";"1,151.30";"1,115.40"
3176;"GAMCOInvestors,Inc.(gbl)";"3,158.20";"2,726.10";"1,349.50";"1,660.00";"2,289.40"
3177;"CincinnatiBell,Inc.(cbb)";"-1,380.00";"-830.00";"-1,620.00";"-1,120.00";"210.00"
3178;"BankofMarinBancorp(bmrc)";"868.00";"789.10";"638.90";"111.00";"513.20"
3179;"TowerInternational,Inc.(Michigan)(towr)";"2,171.30";"1,643.80";"-415.50";"1,422.70";"1,974.70"
3180;"ExtremeNetworks,Inc.(extr)";"-563.20";"-1,361.30";"-3,192.30";"437.60";"1,217.70"
3181;"VivintSolar,Inc.(vslr)";"-5,869.00";"-6,138.40";"1.39";"-3,770.00";"-3,705.40"
3182;"CrossAmericaPartnersLP(capl)";"-707.10";"-198.70";"1,996.60";"322.20";"-505.40"
3183;"SpragueResourcesLP(srlp)";"-1,525.00";"7,320.70";"-1,426.70";"-1,534.00";"-864.60"
3184;"LuxferHoldingsPlc(lxfr)";"1,020.00";"900.00";"-230.00";"470.00";"250.00"
3185;"eXpWorldHoldings,Inc.(expi)";"-188.67";"-1,069.63";"-1,176.91";"-531.47";"-214.73"
3186;"FirstCommunityBancshares,Inc.(Virginia)(fcbc)";"910.00";"906.60";"886.80";"121.30";"765.20"
3187;"LadenburgThalmannFinancialServices,Inc.(lts)";"79.40";"-304.50";"-181.20";"-475.00";"-662.50"
3188;"Briggs&StrattonCorp.(bgg)";"-4,098.60";"-1,182.50";"3,126.20";"-1,649.40";"-1,518.90"
3189;"tronc,Inc.(trnc)";"-1,510.10";"-1,451.10";"-37.30";"205.60";"684.10"
3190;"RISEEducationCaymanLtd.(redu)";"679.04";"546.10";"-2,086.37";"398.23";"460.11"
3191;"Overstock.com,Inc.(ostk)";"-6,442.10";"-5,327.00";"-9,421.80";"-108.30";"-753.90"
3192;"NovaMeasuringInstrumentsLtd.(nvmi)";"1,183.30";"1,408.00";"824.10";"1,150.20";"1,331.30"
3193;"TransEnterix,Inc.(trxc)";"-3,424.80";"-88.20";"-7,615.60";"-3,851.30";"-1,471.30"
3194;"DMCGlobal,Inc.(boom)";"479.90";"622.40";"381.80";"-195.80";"-1,406.40"
3195;"MechelPAO(mtl)";"2,817.36";"6,206.75";"1,046.37";"1.07";"-1.52"
3196;"DorchesterMineralsLP(dmlp)";"1,636.40";"1,096.30";"1,422.90";"722.40";"844.90"
3197;"INSYSTherapeutics,Inc.(insy)";"-2,735.00";"-2,037.00";"-4,698.70";"-1.66";"-818.40"
3198;"RibbonCommunications,Inc.(rbbn)";"-1,992.20";"-4,490.40";"-1,571.40";"345.30";"-1,234.50"
3199;"FirstFinancialCorp.(Indiana)(thff)";"1,131.30";"1,526.10";"895.30";"261.60";"879.40"
3200;"MyersIndustries,Inc.(mye)";"860.80";"775.50";"182.10";"327.60";"201.20"
3201;"FirstMid-IllinoisBancshares,Inc.(fmbh)";"823.40";"1,003.70";"839.00";"462.50";"759.50"
3202;"CostamareInc.(cmre)";"1,404.00";"1,430.00";"1,916.70";"267.00";"2,414.30"
3203;"EldoradoGoldCorp.(ego)";"-1.31";"-2,411.00";"564.90";"-2,458.40";"-700.00"
3204;"Cohu,Inc.(cohu)";"1,164.80";"812.20";"689.50";"875.50";"1,070.80"
3205;"Heidrick&StrugglesInternational,Inc.(hsii)";"1,146.30";"1,016.80";"-3,920.80";"817.10";"-1,824.80"
3206;"KoppersHoldings,Inc.(kop)";"50.00";"2,380.00";"-1,430.00";"2,000.00";"2,090.00"
3207;"CresudSA(cresy)";"3,528.00";"5.53";"85.86";"9,665.83";"872.85"
3208;"PacificDataVision,Inc.(pdvw)";"-1,230.20";"-273.60";"-9.90";"-819.90";"-791.00"
3209;"MISTRASGroup,Inc.(mg)";"600.00";"291.90";"86.90";"-695.30";"221.80"
3210;"HuamiCorp.(hmi)";"1,329.13";"215.76";"1,088.30";"748.44";"724.74"
3211;"CymaBayTherapeutics,Inc.(cbay)";"-1,753.10";"-1,700.50";"-504.30";"-823.40";"-892.90"
3212;"Gener8Maritime,Inc.(gnrt)";"-3,520.30";"-4,539.20";"-6,746.80";"-8,254.50";"2,686.40"
3213;"CommunityHealthcareTrust,Inc.(chct)";"217.60";"163.10";"134.70";"37.90";"46.60"
3214;"BonanzaCreekEnergy,Inc.(bcei)";"485.90";"1,387.00";"-576.80";"432.80";"9,335.60"
3215;"GladstoneCommercialCorp.(good)";"-8.40";"202.30";"-402.60";"-13.70";"-177.60"
3216;"SapiensInternationalCorp.NV(spns)";"212.90";"282.80";"343.30";"295.10";"-358.60"
3217;"MatrixServiceCo.(mtrx)";"-1,468.30";"-515.30";"453.20";"382.40";"-95.40"
3218;"FormulaSystems(1985)Ltd.(forty)";"1,733.95";"1,812.96";"1,566.10";"1,346.80";"498.34"
3219;"TheFinishLine,Inc.(finl)";"1,605.80";"-1,294.10";"328.20";"785.80";"1,269.10"
3220;"Tucows,Inc.(tcx)";"360.80";"374.37";"1,119.94";"343.93";"524.15"
3221;"SpectrumBrandsHoldings,Inc.(spb)";"4.03";"-3,730.00";"7,810.00";"4,910.00";"7,860.00"
3222;"TimkenSteelCorp.(tmst)";"140.00";"840.00";"-190.00";"-3,440.00";"-590.00"
3223;"EZCORP,Inc.(ezpw)";"1,418.30";"1,193.90";"1,235.50";"1,006.90";"546.70"
3224;"MYRGroup,Inc.(myrg)";"683.50";"564.40";"1,357.90";"514.50";"123.00"
3225;"FirstDefianceFinancialCorp.(fdef)";"1,130.60";"1,110.80";"1,173.40";"939.70";"938.00"
3226;"LeMaitreVascular,Inc.(lmat)";"431.40";"875.10";"385.30";"428.40";"504.20"
3227;"TechTarget,Inc.(ttgt)";"442.00";"209.40";"339.70";"207.40";"136.10"
3228;"FlexionTherapeutics,Inc.(flxn)";"-4,387.50";"-4,156.90";"-5,052.80";"-3,418.80";"-2,888.00"
3229;"TheBancorp,Inc.(Delaware)(tbbk)";"6,130.10";"615.50";"1,402.10";"-1,333.20";"677.00"
3230;"ScorpioTankers,Inc.(stng)";"-6,890.10";"-3,179.40";"-4,150.90";"-3,694.80";"-6,825.00"
3231;"NextDecadeCorp.(next)";"-348.20";"-1,620.00";"-1,632.80";"-1,415.70";"-10.82"
3232;"UMHProperties,Inc.(umh)";"1,494.87";"-2,715.45";"-79.58";"-167.69";"-19.99"
3233;"DXPEnterprises,Inc.(dxpe)";"1,156.30";"449.40";"665.50";"291.10";"396.90"
3234;"ForesightEnergyLP(felp)";"-2,922.20";"-2,156.90";"-7,419.10";"-1,358.10";"-1,627.70"
3235;"PacificBiosciencesofCalifornia,Inc.(pacb)";"-2,254.00";"-2,417.90";"-2,076.20";"-2,202.10";"-2,553.90"
3236;"CaesarstoneLtd.(cste)";"1,104.10";"145.60";"-602.10";"744.20";"1,487.20"
3237;"WhitestoneREIT(wsr)";"171.70";"291.80";"185.70";"288.50";"193.40"
3238;"IndependenceHoldingCo.(ihc)";"--";"--";"--";"--";"--"
3239;"IndependentBankCorp.(Michigan)(ibcp)";"1,192.50";"881.70";"916.10";"171.10";"685.90"
3240;"Gogo,Inc.(gogo)";"-3,720.70";"-2,741.90";"-4,113.80";"-4,528.10";"-4,420.90"
3241;"AccessNationalCorp.(ancx)";"961.00";"896.20";"808.60";"304.50";"700.20"
3242;"CivitasSolutions,Inc.(civi)";"958.50";"-248.80";"939.40";"-1,068.80";"736.10"
3243;"GrupoSupervielleSA(supv)";"1,280.19";"3,745.18";"4,748.73";"3,575.54";"3,616.36"
3244;"Care.com,Inc.(crcm)";"-16.90";"269.70";"790.40";"26.20";"167.30"
3245;"SabineRoyaltyTrust(sbr)";"1,254.39";"993.21";"850.10";"852.08";"789.99"
